RespondentID,Budget,FTstaff,National/International,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,VirginIslands,Washington,WestVirginia,Wisconsin,Wyoming,YearsExp,YearsExpOtherOrgs,EDgender,EDsalary,AdminEntry,AdminMid,AdminSr,CommsEntry,CommsMid,CommsSr,FundraisingEntry,FundraisingMid,FundraisingSr,LandProtectionEntry,LandProtectionMid,LandProtectionSr,StewardshipEntry,StewardshipMid,StewardshipSr,EducationEntry,EducationMid,EducationSr,FinanceEntry,FinanceMid,FinanceSr,LegalEntry,LegalMid,LegalSr,PolicyEntry,PolicyMid,PolicySr,GISEntry,GISMid,GISSr,WageIncreases,COLA,Performancebased,Nonperformancebased,MaternityPaid,MaternityUnpaid,PaternityPaid,PaternityUnpaid,FamilyLeavePaid,FamilyLeaveUnpaid,SabbaticalPaid,SabbaticalUnpaid,VacationFirstYr,VacationFifthYr,SickFirstYr,SickFifthYr,HolidayFirstYr,HolidayFifthYr,PersonalFirstYr,PersonalFifthYr,PTOFirstYr,PTOFifthYr,FlextimeYes,FlextimeNo,TelecommutingYes,TelecommutingNo,TeleworkingYes,TeleworkingNo,EmployeeHealthIns,EmployeeDental,EmployeeLTD,EmployeeSTD,EmployeeLife,GroupPlan,Reimbursement,ChamberofCommerce,OtherAssocPlan,PPO,HMO,POS,SpouseDependentHealth,SpouseDependentDental,SpouseDependentLTD,SpouseDependentSTD,SpouseDependentLife,SpouseDependentPremiumPercent,DomesticPartnerHealth,DomesticPartnerDental,DomesticPartnerLTD,DomesticPartnerSTD,DomesticPartnerLife,DomesticPartnerPremiumPercent,Retirement,403b,SIMPLESEPIRA,401k,PercentContrib,MaxPercentMatch,MaxDollarsMatch,White,BlackAfricanAm,HispanicLatinoSpanishorigin,AmericanIndianAlaskaNative,Asian,MiddleEasternNorthAfrican,NativeHawaiianOtherPacificIslander,Other
6388073158,"$969,900 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,Vermont,,,,,,,21,0,Female,"100,200",,44500,86500,,,,,,,33200,46990,,34203,52000,,,,,,,,,,,,,,,44909,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,15,7,7,10,10,3,3,,,,No,,No,,No,Yes,No,Yes,No,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,,Yes,No,No,No,No,,Yes,,,401(k) plan,0,0,2600,10,,,,,,,
6391382660,2000000,6,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,Female,"100,000",,,60000,,25000,,,,,,,50000,,,50000,,,,,25000,,,,,,,,,30000,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,8,8,8,8,6,6,Other,Other,Other,Other,Yes,,Yes,,Yes,,No,No,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,No,,,,,,,8,,,,,,,
6391249345,"1,266,650",7,,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,Male,"100,000",,,41125,,31125,,,60000,,44000,,65000,30000,60000,,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,,,,,,,,,,,15,20,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,6,20000,7,,1,,,,,
6382238359,"5,569,437",24,,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Female,100000,,38831,75000,,46366,60569,,,90019,,,,,51126,,,,,,64908,91575,,,,,50000,,39000,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,,,,Paid,,,,10,15,12,12,12,12,,,,,Yes,,Yes,,Yes,,No,No,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,,401(k) plan,4,,,23,,,1,,,,
6360836248,"$300,000 ",1,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,Male,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,Paid,,,Unpaid,,,,,,,,,15,15,Yes,,Yes,,,No,Yes,Yes,Don't Know,Don't Know,No,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,0,Don't know,Don't know,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,15,3,,3,0,0,0,0,0,0,0
6351973536,2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,1,0,Female,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,,,,,8,8,,,14,21,,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,,,,,,HMO,,Yes,Yes,,,,Don't know ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know ,Yes,403(b) plan,,,,6,,1,0,0,0,0,0,0,0
6308236508,1737000,10,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,Female,100000,24960,47500,85000,47500,54000,65000,43000,50000,75000,47500,65000,85000,41600,55000,75000,41600,50000,54000,38520,54000,65000,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,Paid,,10,15,12,25,10,10,2,2,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,"Other association's member plans (e.g., state association of nonprofits)",PPO,,,Yes,Yes,,,,0,Yes,Yes,,,Yes,0,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,8,0,3,,,,1,
6391247808,"393,702",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,14,0,Male,99534,,,54080,,,,,,,,,,,,75000,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,,Unpaid,5,15,10,10,10,10,10,10,,,Yes,,Yes,,Yes,,Yes,No,No,Yes,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,7,7,,3,,,,,,,
6342138681,1327298,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,,,,20,0,,99120,,,46357,35000,40071,58462,,55182,,,,79693,,48573,62020,,,,,,69541,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,,,,,,,,,,,,20,25,Yes,,,No,,No,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,2,2,,8,0,0,0,0,0,0,0
6317378532,"1,200,000",8,,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,Male,"99,000",,,1,,,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,,,,,,,,,,,15,15,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,,,,100,,,,,,,Yes,,SIMPLE IRA or SEP-IRA,,3,6,10000,7,,1,,,,,
6386244309,"896,000",3,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,19,0,Female,"98,662",25000,30000,35000,44000,48000,52000,40000,44000,48000,38000,45000,60000,38000,45000,60000,,,,45000,60000,70000,,,,,,40000,41000,48000,55000,Yes,,,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,,,,,,,,,14,21,Yes,,Yes,,,,No,No,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,,401(k) plan,,6,,7,,,,,,,
6356802648,"440,000",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,10,0,Male,"98,400",,,,,50000,,,50000,,,,,,50000,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,Paid,,,,12,20,7,7,11,11,,,,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,0,Yes,No,No,No,No,0,Yes,,,,6,,,5,,,,,,,
6353412085,"1,800,000",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,12,13,Male,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350884014,"$1,600,000 ",8,,,,,,,,Connecticut,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,30,0,Female,"$97,000 ",,,65000,,,,,,65000,,,90000,,36000,50000,,,,,,50000,,,,,,,,,47000,Yes,According to COLA (Cost of Living Adjustment),,,Paid,,Paid,,Paid,,,,10,15,10,10,10,10,,,,,Yes,,Yes,,Yes,,Yes,No,Don't Know,Don't Know,Yes,Land trust gets its own group plan,Land trust reimburses employee for cost of individual plans,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,5,5,5,14,0,0,0,0,0,0,0
6307811739,476200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermont,,,,,,,4,17,Male,97000,,,,,,,,,65000,,65000,,,39000,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,,Unpaid,,,10,20,8,8,10,10,1,1,1,1,Yes,,Yes,,,No,Yes,No,No,No,No,Land trust gets its own group plan,,,,,HMO,,Yes,No,No,No,No,75,Yes,No,No,No,No,,Yes,,,401(k) plan,,,1000,4,0,0,0,0,0,0,0
6375559005,"995,307",8,,,,,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,Male,"$96,750 ",,,54000,35000,,,,,57000,,40000,,,36000,54000,,,,,,54000,,,,,,,,,,Yes,,Performance-based,,Paid,Unpaid,Paid,Unpaid,Paid,,,,10,15,,,10,10,,,5,5,Yes,,Yes,,Yes,,Yes,No,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,20,Yes,No,No,No,No,,Yes,403(b) plan,,,5,5,,10,,,,,,,
6343773619,1020000,8,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,Male,96000,,40000,,41000,,,,,,,,,31500,35000,40000,31500,,,,,,,,,,,55000,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,Unpaid,,,5,5,10,10,,,10,20,Yes,,,No,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,,HMO,,No,No,No,No,No,,No,No,No,No,No,,No,,,,,,,8,,1,1,,,,
6307714837,476200,4,,,,,,,,Connecticut,,,,,,,,,,,,,Maine,,Massachusetts,,,,,,,,New Hampshire,,,New York,,,,,,,,,,,,,,Vermont,,,,,,,4,13,Male,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391137145,"1,387,351",12,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,Female,95472,,49920,,,47840,,,56160,,,52000,86000,45760,50586,71000,,,,,52000,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,Unpaid,,,,,10,10,1,1,20,25,Yes,,Yes,,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,0,Yes,No,No,No,No,,Yes,,,401(k) plan,,2,,10,,2,,,,,
6362424280,"1,726,637",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,7,0,Female,"95,000",47840,,,,53500,,,55640,60091,,58978,65520,47590,,,,55120,,,,,,,,,,,,,,Yes,,,,Paid,,Paid,,Paid,,,Unpaid,,,,,10,10,,,15,25,Yes,,Yes,,,,Yes,Yes,Yes,Yes,No,,,,"Other association's member plans (e.g., state association of nonprofits)",PPO,HMO,,Yes,Yes,No,No,No,"95% for employee, 100% for dependents",Yes,Yes,,,,"60%, same as for spouses",Yes,,,401(k) plan,4,,,11,,,,,,,
6307815888,723000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,3,0,Prefer not to answer,95000,,,48000,,,49000,,31000,,,51000,,32000,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,,Unpaid,,,5,15,5,10,10,10,3,3,,,Yes,,Yes,,,No,Yes,Yes,No,No,Yes,,Land trust reimburses employee for cost of individual plans,,"Other association's member plans (e.g., state association of nonprofits)",,,,Yes,Yes,,,,75%,Yes,Yes,,,,75%,Yes,403(b) plan,,,,8,,,,,,,,,
6352573397,"$473,005.00 ",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,11,0,Male,"$94,499.00 ",0,0,0,,36000,,0,0,0,,61200,,,28200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,,,,Paid,,,Unpaid,15,20,10,10,12,12,2,2,,,Yes,,Yes,,,No,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,0,Yes,No,No,No,No,0,Yes,403(b) plan,SIMPLE IRA or SEP-IRA,,3,0,0,5,0,0,0,0,0,0,
6391293311,2016,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,1,10,Male,"94,000",,46000,52015,,46000,,,,60180,,39375,,,46000,66835,,,,,,,,,,,,,,,,Yes,,Performance-based,Non-performance-based,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,20,9,9,9,9,1,1,,,Yes,,Yes,,,No,Yes,No,Yes,No,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,75.83,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,9,,,,,,,
6308119052,812390,5,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,Female,93000,,45000,,,60000,,,,85000,48000,,,41000,,,,,,,,,,,,,,,,,,Yes,,,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,15,18,18,11,11,,,,,Yes,,,No,,No,Yes,Yes,,,,Land trust gets its own group plan,,,,,HMO,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,5,0,0,6,,,,,,,
6308447370,"506,000",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,1,6,Female,"92,000",,,36400,,,,,,,,,76000,,49680,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,,,,,10,20,9,9,11,11,,,,,Yes,,,,,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,,,,0%,Yes,Yes,,,,0%,Yes,,SIMPLE IRA or SEP-IRA,,,3,,4,,,,,,,
6391600601,"1,000,000",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,,,,,,,,,,,,,,,5,0,Male,"91,800",,,52000,,,,,,59220,,,83200,,,,,,,,,,,,,,,,,,,Yes,,,,Paid,,,Unpaid,Paid,,,Unpaid,2,4,,,10,10,,,,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Land trust gets its own group plan,,,,,HMO,,Yes,No,No,No,No,"Fixed fee, same as employee",No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,100,3,,9,,,,,,,
6391215797,810227,7,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,Female,91344,,35000,,,35000,,,52515,,,58401,,,54541,,,,,,,69216,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,,Unpaid,,,,,,,,,,,22,Other,Yes,,Yes,,,No,Yes,Yes,Yes,Yes,No,Land trust gets its own group plan,,,,PPO,,POS,Yes,Yes,No,No,No,0,Yes,Yes,No,No,No,0,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,7,,,,,,,
6343861417,810227,7,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,Female,91344,35000,,69000,35000,,,,52500,,,58401,,,54500,,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,,Unpaid,,,,,,,13,,,,22,Other,,No,Yes,,,No,Yes,Yes,Yes,Yes,No,Land trust gets its own group plan,,,,,,POS,Yes,Yes,No,No,No,0,Yes,Yes,No,No,No,0,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,7,,,,,,,
6323245761,1705000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vermont,,,,,,,3,0,Male,90200,39000,,,,,,38750,,52500,,,,43500,,,36000,,,,62000,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,,Unpaid,,Unpaid,10,15,12,12,13,13,2,2,,,Yes,,Yes,,,No,Yes,No,No,No,No,Land trust gets its own group plan,,,,,,,Yes,No,No,No,No,25,Yes,No,No,No,No,25,Yes,403(b) plan,,,,1,,11,,,,,,,
6391260131,586000,7,,,,,,,,,,,,,,,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,Male,90000,,,,,,,,33650,57250,,43000,,30000,42000,,,,,,,39914,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,20,10,10,10,10,3,3,,,Yes,,Yes,,,No,Yes,No,No,No,No,,,,,,,,No,No,No,No,No,,,,,,,,Yes,,SIMPLE IRA or SEP-IRA,,2,,,7,,,,,,,
6389589785,"662,508",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,12,0,Male,90000,,,,,36000,,32000,,,,51000,,,,56000,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,,,,10,15,10,10,11,11,2,2,,,Yes,,Yes,,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,Land trust reimburses employee for cost of individual plans,,,PPO,,,No,No,No,No,No,"Employee may enroll spouse/dependents in land trust's group plan, but employee pays premium",No,No,No,No,No,,Yes,,,,,5,,5,,,,,,,
6386109022,"1,396,115.00",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,,,,,,,,,,,,,,,,,,,,2.5,0,,"90,000.00",,,,,41000,,,38000,60000,,,56500,,37337,52000,,40500,,,,63000,,,,,,,,,,Yes,,,Non-performance-based,,Unpaid,,Unpaid,,Unpaid,,Unpaid,,,,,,,,,25,Other,Yes,,Yes,,,No,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,"0% for spouses/dependents, 100% employee",Yes,Yes,No,No,No,"0% for domestic partners, 100% employee",Yes,403(b) plan,SIMPLE IRA or SEP-IRA,,3,0,0,11,1,,,,,,
6375480218,"804,715.06",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,1,0,Male,"90,000",,,,,,,,43750,,,50000,63500,29000,53000,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,Paid,,,,12,20,10,10,10,10,,,,,Yes,,Yes,,,,No,No,Yes,,,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,7,,,,,,,
6363088476,"$815,552 ",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,13,0,Male,"90,000",30000,35000,75000,31000,,45000,,35000,45000,,,65000,31000,45000,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),,Non-performance-based,Paid,,Paid,,Paid,,,,10,15,12,12,9,9,1,1,,,Yes,,Yes,,,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,,401(k) plan,0,3,,6,,,,,,,
6308867818,"2,470,000",20,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,Female,"90,000",2400,3200,,2400,,,,,,,,,3040,4000,4480,,,,,,,,,,,,,,3680,,Yes,,Performance-based,,,Unpaid,,Unpaid,Paid,Unpaid,,Unpaid,,,,,12,12,,,5,15,Yes,,Yes,,Yes,,No,No,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,No,,,,,,,27,,3,1,2,1,1,
6308005137,"$375,000 ",2,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,Male,"$90,000 ",,,,,,,,,,,,,,,65000,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,,,,Unpaid,10,15,10,10,7,7,,,,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,,Yes,No,No,No,No,,No,,,,,,,2,,,,,,,
6376216122,492000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,1.5,0,Male,88000,35000,,,,,,,54000,,,56000,,,,,,,,,,,,,,60000,,,,,,Yes,,Performance-based,,Paid,,,Unpaid,,Unpaid,,Unpaid,10,22,12,12,8,8,3,3,,,Yes,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,75,Yes,Yes,No,No,No,75,Yes,403(b) plan,,,3,3,,5,0,0,0,0,0,0,0
6350874882,"$1,220,000 ",11,,,,,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0,Male,"$87,600 ",,,40000,,,,,,77500,,,62800,,,45200,,,,,,65000,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,Unpaid,Paid,Unpaid,Paid,,,,10,20,,,12,12,,,5,5,Yes,,Yes,,,No,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,Yes,,Yes,Yes,,,Yes,,Yes,403(b) plan,,,,5,,15,,,,,,,
6379824442,"1,159,413",9,,,,,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,Male,87000,31000,,,,38000,,,,71500,39500,49500,,39000,,54500,,,,,,54000,,,,,,,,,,Yes,,,,,Unpaid,,Unpaid,,Unpaid,,,15,Other,6,6,10,10,,,,,Yes,,Yes,,Yes,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,"0%, except for ED who gets a stipend",Yes,Yes,No,No,No,0%,Yes,,SIMPLE IRA or SEP-IRA,,,3,,11,0,0,0,0,0,0,0
6362064946,720000,6,,,,,,,,,,,,,,,,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,Male,87000,,,,,,,50000,,,40000,,,30000,38000,47500,,,,,,,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,5,15,5,5,9,9,,,,,,No,,No,,No,Yes,No,No,No,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,Yes,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,5,,,,1,,,
6378422049,"487,000",4,,,,,,,,,,,,,,,,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,Prefer not to answer,"86,600",,50000,,,,,,,70000,,,,33000,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,,,,,,,,,10,10,,,10,25,Yes,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,,3,,4,,,,,,,
6314161385,"882,058",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,,,,,,,,South Carolina,,,,,,,,,,,,18,0,Male,86520,28000,,42305,,42000,,,35650,93318,,49955,66525,,38240,,,37000,,,,62282,,,,,,,,,,Yes,,,,Paid,Unpaid,Paid,Unpaid,Paid,Unpaid,,,12,20,8,8,10,10,,,,,Yes,,Yes,,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,,3,,16,,1,,,,,
6350841933,"762,000",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,9,0,Male,"86,000",,,,,,,,60250,,,,56650,,,49750,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,,10,20,12,12,12,12,,,,,Yes,,,No,,No,Yes,No,Yes,Yes,Yes,Land trust gets its own group plan,,,,,HMO,,Yes,No,No,No,No,75,Yes,No,No,No,No,75,Yes,403(b) plan,,,,4,,8,,,,,,,
6317546643,"420,000",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,,16,0,Female,86000,,,,,,,,,,,45000,,25000,31000,42000,,,,,,,,,,,,47000,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,10,20,12,12,8,8,3,3,,,Yes,,,No,,No,Yes,No,No,No,No,,,Chamber of Commerce member plans,,PPO,,,Yes,No,No,No,No,100,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,6,2,,,,,,
